PARID,PROPERTYHOUSENUM,PROPERTYFRACTION,PROPERTYADDRESS,PROPERTYCITY,PROPERTYSTATE,PROPERTYUNIT,PROPERTYZIP,MUNICODE,MUNIDESC,SCHOOLCODE,SCHOOLDESC,LEGAL1,LEGAL2,LEGAL3,NEIGHCODE,NEIGHDESC,TAXCODE,TAXDESC,TAXSUBCODE,TAXSUBCODE_DESC,OWNERCODE,OWNERDESC,CLASS,CLASSDESC,USECODE,USEDESC,LOTAREA,HOMESTEADFLAG,FARMSTEADFLAG,CLEANGREEN,ABATEMENTFLAG,RECORDDATE,SALEDATE,SALEPRICE,SALECODE,SALEDESC,DEEDBOOK,DEEDPAGE,PREVSALEDATE,PREVSALEPRICE,PREVSALEDATE2,PREVSALEPRICE2,CHANGENOTICEADDRESS1,CHANGENOTICEADDRESS2,CHANGENOTICEADDRESS3,CHANGENOTICEADDRESS4,COUNTYBUILDING,COUNTYLAND,COUNTYTOTAL,COUNTYEXEMPTBLDG,LOCALBUILDING,LOCALLAND,LOCALTOTAL,FAIRMARKETBUILDING,FAIRMARKETLAND,FAIRMARKETTOTAL,STYLE,STYLEDESC,STORIES,YEARBLT,EXTERIORFINISH,EXTFINISH_DESC,ROOF,ROOFDESC,BASEMENT,BASEMENTDESC,GRADE,GRADEDESC,CONDITION,CONDITIONDESC,CDU,CDUDESC,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,HEATINGCOOLING,HEATINGCOOLINGDESC,FIREPLACES,BSMTGARAGE,FINISHEDLIVINGAREA,CARDNUMBER,ALT_ID,TAXYEAR,ASOFDATE
0420S00200000000,802, ,PENNSYLVANIA AVE,CORAOPOLIS,PA, ,15108.0,817,Coraopolis  ,11,Cornell,LOT 188.43XAVG326.79X161 (OR 57017.46 SF)      ,PENNSYLVANIA AVE                               ,,53C16,RIVER/INDUSTRIAL/MILL,T,20 - Taxable,,,20,CORPORATION,I,INDUSTRIAL,300,VACANT INDUSTRIAL LAND,57017,,,,,02-18-2022,02-14-2022,950000.0,H,MULTI-PARCEL SA,18795,180,05-28-1996,488000.0,,,404   MARION DR   ,  ,CLINTON PA  ,15026.0,0,39300,39300,0,0,39300,39300,0,39300,39300,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0420S00212000000,802, ,PENNSYLVANIA AVE,CORAOPOLIS,PA, ,15108.0,817,Coraopolis  ,11,Cornell,LOT 150.34XAVG332.67X150 (OR 1.145 A LD)       ,PENNSYLVANIA AVE                               ,1 STY METAL & C B BLDG                         ,53C16,RIVER/INDUSTRIAL/MILL,T,20 - Taxable,,,20,CORPORATION,I,INDUSTRIAL,340,LIGHT MANUFACTURING,49876,,,,,02-18-2022,02-14-2022,950000.0,H,MULTI-PARCEL SA,18795,180,05-28-1996,488000.0,,,404   MARION DR   ,  ,CLINTON PA  ,15026.0,530400,68800,599200,0,530400,68800,599200,530400,68800,599200,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0250C00120000000,3739, ,LIBRARY RD,PITTSBURGH,PA, ,15234.0,813,Castle Shannon  ,22,Keystone Oaks,LOT = 187.5 FRONTING WITH 10 TOTAL BEARINGS,,,56C34,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,102179,,,,,01-24-2011,01-24-2011,425000.0,UR,OTHER,14487,281,12-10-2010,150823.0,11-25-1992,1.0,1035   BOYCE RD  STE 220,  ,PITTSBURGH PA  ,15241.0,283500,166500,450000,0,283500,166500,450000,283500,166500,450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0419G00014000000,811, ,WOOD ST,CORAOPOLIS,PA, ,15108.0,817,Coraopolis  ,11,Cornell,R N RITER PLAN PTS 96-97-98 LOT 28.73X118.89 IN, ALL WOOD ST                                   ,2 STY ALUM HSE 811                             ,81702,81702,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,R,RESIDENTIAL,10,SINGLE FAMILY,2831,HOM,,,,,04-14-1992,1.0,3,LOVE&AFFECTION,8693,323,,,,,811   WOOD ST   ,  ,CORAOPOLIS PA  ,15108.0,39900,12500,52400,0,57900,12500,70400,57900,12500,70400,16,OLD STYLE,2.0,1930.0,1.0,Frame,1.0,SHINGLE,5.0,Full,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,6.0,3.0,1.0,1.0,B,Central Heat with AC,1.0,0.0,1500.0,1.0,,2022,01-NOV-22
0298M00020000000,2531, ,GREENSBURG PIKE,PITTSBURGH,PA, ,15221.0,816,Churchill  ,9,Woodland Hills,LOT 200X150 GREENSBURG PIKE (.6888 A LD)       ,1 STY BRK CB SERV STATION #2531                ,CANOPY                                         ,52C14,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,452,AUTO SERV STATION,30004,,,,,03-07-2008,03-07-2008,400000.0,U,OTHER,13541,357,06-04-1986,98000.0,,,2531   GREENSBURG PIKE   ,  ,PITTSBURGH PA  ,15221.0,65800,337700,403500,0,65800,337700,403500,65800,337700,403500,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0103K00101000000,300, ,6TH AVE,CARNEGIE,PA, ,15106.0,812,Carnegie  ,7,Carlynton,STEEN PLAN PT 10 LOT 40XAVG83.40X39.29 6TH AVE ,COR OLIVER                                     ,2 STY FRA HSE 300                              ,81203,CARNEGIE BOROUGH,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,R,RESIDENTIAL,20,TWO FAMILY,3306,HOM,,,,,05-11-1971,0.0,N,NOT APPLICABLE,,,,,,,300   6TH AVE   ,  ,CARNEGIE PA  ,15106.0,70100,19100,89200,0,88100,19100,107200,88100,19100,107200,13,MULTI-FAMILY,2.0,1900.0,1.0,Frame,1.0,SHINGLE,4.0,Part,B-,GOOD -,3.0,AVERAGE,AV,AVERAGE,8.0,4.0,2.0,0.0,2,Central Heat,0.0,0.0,3230.0,1.0,,2022,01-NOV-22
0627E00172000000,514, ,N HIGHLAND AVE,CHESWICK,PA, ,15024.0,815,Cheswick  ,1,Allegheny Valley,CHESWICK LD CO PLAN PTS 100- 101-102 LOT 50X150, IN ALL HIGHLAND AVE COR FAIRMONT ST           ,1 1/2 STY FRA-ALM SDG-STN FACE HSE 514         ,81501,81501,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,10,SINGLE FAMILY,7500,HOM,,,,,08-29-1964,0.0,N,NOT APPLICABLE,,,,,,,514   HIGHLAND AVE   ,  ,CHESWICK        PA  ,15024.0,64600,35200,99800,0,82600,35200,117800,82600,35200,117800,16,OLD STYLE,1.5,1920.0,1.0,Frame,1.0,SHINGLE,5.0,Full,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,7.0,3.0,1.0,0.0,B,Central Heat with AC,1.0,0.0,1938.0,1.0,,2022,01-NOV-22
0250D00300000000,3646, ,LIBRARY RD,PITTSBURGH,PA, ,15234.0,813,Castle Shannon  ,22,Keystone Oaks,LOT 300X235.5834X182.94X124.4X169.6534,LIBRARY RD,1 STY C B GAS STA & STORE,56C34,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,60902,,,,,10-14-2021,10-05-2021,465000.0,0,VALID SALE,18643,577,05-30-2007,465000.0,12-06-2001,467200.0,3646   LIBRARY RD   ,  ,PITTSBURGH PA  ,15234.0,248000,192000,440000,0,248000,192000,440000,248000,192000,440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0039L00322000000,2373, ,NOBLESTOWN RD,PITTSBURGH,PA, ,15205.0,831,Greentree  ,22,Keystone Oaks,FARRA 1ST PLAN 14 TO 17 INCL LOT 245.13X130X113,.3 RR IN ALL NOBLESTOWN RD                     ,1 STY CB BLDG (SUNOCO) #2373 (UNF)             ,56C33,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,10,REGULAR,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,29768,,,,,,08-30-1999,500000.0,U,OTHER,10567,491,11-25-1992,1.0,,,501   LOWRIES RUN RD   ,  ,PITTSBURGH      PA  ,15237.0,208000,378700,586700,0,208000,378700,586700,208000,378700,586700,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0017E00155000000,956, ,GREENTREE RD,PITTSBURGH,PA, ,15220.0,831,Greentree  ,22,Keystone Oaks,0.593 A LD GREENTREE RD                        ,1 STY CONVENIENCE STORE                        ,CANOPY                                         ,56C25,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,25831,,,,,12-20-2021,10-01-2021,19192478.0,H,MULTI-PARCEL SA,18729,277,03-15-2002,334000.0,05-05-1950,0.0,305 -A  EQUIPMENT CT   ,  ,LAWRENCEVILLE GA  ,30046.0,104500,349700,454200,0,104500,349700,454200,104500,349700,454200,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0063M00161000000,1530, ,POTOMAC AVE,PITTSBURGH,PA, ,15216.0,819,Dormont  ,22,Keystone Oaks,LOT 146.68XAVG113.175X138.5                    ,POTOMAC AVE COR BROADWAY                       ,1 STY C B & STEEL STORE ROOM                   ,56C28,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,18522,,,,,,10-02-2001,1.0,3,LOVE&AFFECTION,11164,241,08-23-2001,393000.0,08-23-2001,10.0,5663   JANET DR   ,  ,PITTSBURGH PA  ,15236.0,140000,120000,260000,0,140000,120000,260000,140000,120000,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0213B00068000000,8136, ,OHIO RIVER BLVD,PITTSBURGH,PA, ,15202.0,826,Emsworth  ,2,Avonworth,LOT 145.28X140X173.45 OHIO RIVER BLVD          ,C B PORCELAIN SERVICE STA                      ,CANOPY                                         ,55C45,SUBURBAN (NORTH OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,22693,,,,,05-13-2016,05-06-2016,16795.0,36,QUIT CLAIM,16386,327,02-13-2013,1.0,03-07-2008,1034153.0,3517   MAIN ST  STE 303,  ,CHULA VISTA CA  ,91911.0,614900,342100,957000,0,614900,342100,957000,614900,342100,957000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0177B00096000000,1043, ,S BRADDOCK AVE,PITTSBURGH,PA, ,15218.0,823,Edgewood  ,9,Woodland Hills,GEO W GUTHRIE 3RD PLAN 4-5 LOT 100X120 IN ALL B,RADDOCK AVE                                    ,1 STY BRK SERVICE STATION 1043                 ,52C21,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,452,AUTO SERV STATION,12000,,,,,12-12-2011,12-12-2011,300000.0,AA,SALE NOT ANALYZ,14759,425,11-04-1992,245000.0,,,560   EPSILON DR   ,  ,PITTSBURGH PA  ,15238.0,159500,277800,437300,0,159500,277800,437300,159500,277800,437300,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0233N00112000000,320, ,COAL ST,PITTSBURGH,PA, ,15221.0,823,Edgewood  ,9,Woodland Hills,WADE PLAN LOT 42.2XAVG55.27X40,,,52C18,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,10,REGULAR,C,COMMERCIAL,404,RETL/APT'S OVER,1995,,,,,,07-28-1989,40000.0,0,VALID SALE,8064,512,,,,,320   COAL ST   ,  ,PITTSBURGH PA  ,15221.0,19800,51000,70800,0,19800,51000,70800,19800,51000,70800,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0118R00132000000,315, ,NORTH AVE,PITTSBURGH,PA, ,15209.0,838,Millvale  ,34,Shaler Area,DIRECTORS OF POOR PLAN PTS 20-21 BLK 15 LOT 24.,54XAVG78.13 IN ALL NORTH AVE                   ,3 STY BRK APT & STORE 315 J                    ,53C28,RIVER/INDUSTRIAL/MILL,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,404,RETL/APT'S OVER,1914,,,,,09-02-2021,08-31-2021,500000.0,14,TIME ON MARKET,18589,482.0,06-20-1986,1.0,,,218   KENNY DR   ,  ,SEWICKLEY PA  ,15143.0,89900,10700,100600,0,89900,10700,100600,89900,10700,100600,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0033C00178000000,401, ,BROWNSVILLE RD,PITTSBURGH,PA, ,15210.0,839,Mt. Oliver  ,47,Pittsburgh,LOT 102.44XAVG98.17 BROWNSVILLE RD,BLK TOP PAVING,1 STY C B GASOLINE SERVICE- STATION 401 BROWNSV,51C91,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,420,SMALL DETACHED RET(UNDER 10000),9996,,,,,06-07-2005,06-07-2005,1.0,3,LOVE&AFFECTION,12470,276.0,08-06-1982,100000.0,,,4207   BATTLE RIDGE RD   ,  ,MC DONALD PA  ,15057.0,30200,45000,75200,0,30200,45000,75200,30200,45000,75200,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0373N00170000000,2336, ,ARDMORE BLVD,PITTSBURGH,PA, ,15221.0,828,Forest Hills  ,9,Woodland Hills,ARDMORE - YOST LOT SPLIT PLAN FOR RITE AID CORP,LOT 1 = 279.60 FRONTING WITH 12 TOTAL BEARINGS,,52C43,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,10,REGULAR,C,COMMERCIAL,423,PHARMACY (CHAIN),80062,,,,,,06-01-1970,0.0,3,LOVE&AFFECTION,,,,,,,   PO BOX 10234    ,  ,PITTSBURGH PA  ,15232.0,3290400,459600,3750000,0,3290400,459600,3750000,3290400,459600,3750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0222J00310000000,22, ,GRANT AVE,PITTSBURGH,PA, ,15223.0,827,Etna  ,34,Shaler Area,"TRI LOT 171,57X119,32X131.63 GRANT ST          ",1 STY BRK BLDG #22                             ,,53C44,RIVER/INDUSTRIAL/MILL,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,491,CONVENIENCE STORE,7835,,,,,04-23-2018,04-19-2018,609000.0,36,QUIT CLAIM,17181,252.0,05-01-2002,147500.0,08-27-1987,1.0,4007   MERRICK RD   ,  ,SEAFORD NY  ,11783.0,391300,23700,415000,0,391300,23700,415000,391300,23700,415000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0363D00060000000,820, ,PENNSYLVANIA AVE,OAKMONT,PA, ,15139.0,845,Oakmont  ,33,Riverview,LOT 75X125 PENN AV NR NINTH ST                 ,2 STY FRA & INSEL BRK HSE #820                 ,,84502,OAKMONT BOROUGH,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,R,RESIDENTIAL,10,SINGLE FAMILY,9375,HOM,,,,,03-22-1994,155000.0,0,VALID SALE,9178,193.0,,,,,820   PENNSYLVANIA AVE   ,  ,OAKMONT PA  ,15139.0,42000,40400,82400,0,60000,40400,100400,60000,40400,100400,16,OLD STYLE,2.0,1890.0,1.0,Frame,1.0,SHINGLE,4.0,Part,C,AVERAGE,5.0,POOR,AV,AVERAGE,6.0,3.0,1.0,1.0,2,Central Heat,0.0,0.0,2068.0,1.0,,2022,01-NOV-22
0302F00363000000,1105, ,FRANKLIN AVE,BRADDOCK,PA, ,15104.0,843,North Braddock  ,9,Woodland Hills,WOOD-JEFFRIES PLAN 35 LOT 30X105 ,,,84302,NORTH BRADDOCK BOROUGH,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,10,SINGLE FAMILY,3150,HOM,,,,,12-02-1996,38000.0,U,OTHER,9837,410.0,,,,,1105   FRANKLIN AVE   ,  ,BRADDOCK PA  ,15104.0,5600,3300,8900,0,23600,3300,26900,23600,3300,26900,16,OLD STYLE,2.0,1900.0,1.0,Frame,1.0,SHINGLE,5.0,Full,D+,BELOW AVERAGE +,4.0,FAIR,FR,FAIR,8.0,4.0,2.0,0.0,2,Central Heat,0.0,0.0,1838.0,1.0,,2022,01-NOV-22
0101E00118000000,601, ,LINCOLN AVE,CARNEGIE,PA, ,15106.0,833,Heidelberg  ,8,Chartiers Valley,TORRENCE LD CO PLAN 278-279 LOT 50X120 IN ALL L,INCOLN AVE                                     ,1 STY BRK HSE & GAR 601                        ,83301,HEIDELBERG BOROUGH,T,20 - Taxable,,,11,REGULAR-ETAL,R,RESIDENTIAL,10,SINGLE FAMILY,6000,HOM,,,,02-02-2016,02-02-2016,1.0,3,LOVE&AFFECTION,16276,42.0,01-26-2016,1.0,12-27-1961,0.0,601   LINCOLN AVE   ,  ,CARNEGIE PA  ,15106.0,64900,35100,100000,0,82900,35100,118000,82900,35100,118000,1,RANCH,1.0,1959.0,2.0,Brick,1.0,SHINGLE,5.0,Full,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,5.0,2.0,1.0,1.0,B,Central Heat with AC,0.0,1.0,1180.0,1.0,,2022,01-NOV-22
0643A00080000000,310, -312,GRANT ST,WALL,PA, ,15148.0,861,Wall  ,14,East Allegheny,F WALL PLAN 44 PT 45 LOT 75X120 IN ALL GRANT ST,2 1/2 STY DBLE-INSEL-BRK HSE #310-312          ,,86101,WALL BOROUGH,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,R,RESIDENTIAL,20,TWO FAMILY,9000,,,,,,01-24-1978,14100.0,0,VALID SALE,,,,,,,314   GRANT ST   ,  ,WILMERDING PA  ,15148,12300,8400,20700,0,12300,8400,20700,12300,8400,20700,13,MULTI-FAMILY,2.0,1900.0,1.0,Frame,1.0,SHINGLE,5.0,Full,D+,BELOW AVERAGE +,5.0,POOR,PR,POOR,10.0,3.0,2.0,0.0,2,Central Heat,0.0,0.0,1920.0,1.0,,2022,01-NOV-22
0168J00264000000,922, ,MAIN ST,PITTSBURGH,PA, ,15215.0,852,Sharpsburg  ,17,Fox Chapel Area,LOT 15.83X80.55 MAIN ST                        ,3 STY BRK HSE 922                              ,,55C51,SUBURBAN (NORTH OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,404,RETL/APT'S OVER,1275,,,,,07-03-2018,06-28-2018,80000.0,AA,SALE NOT ANALYZ,17270,546.0,09-28-2009,26000.0,02-21-2008,25000.0,   PO BOX 11202    ,  ,PITTSBURGH PA  ,15238,51100,18800,69900,0,51100,18800,69900,51100,18800,69900,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0507R00060000000,301, ,GRANT ST,SEWICKLEY,PA, ,15143.0,851,Sewickley  ,32,Quaker Valley,MC CREADY PLAN 1 LOT 55X185 GRANT COR LINDEN,2 STY FRA HSE 301,2 CAR GARAGE,85101,85101,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,10,SINGLE FAMILY,10175,HOM,,,,04-04-2003,04-04-2003,900000.0,0,VALID SALE,11614,508.0,12-02-1983,127000.0,,,301   GRANT ST   ,  ,SEWICKLEY PA  ,15143,610900,277200,888100,0,628900,277200,906100,628900,277200,906100,16,OLD STYLE,2.0,1885.0,1.0,Frame,1.0,SHINGLE,4.0,Part,A+,VERY GOOD +,7.0,VERY GOOD,VG,VERY GOOD,8.0,4.0,2.0,1.0,2,Central Heat,1.0,0.0,5662.0,1.0,,2022,01-NOV-22
0168J00082000000,212, ,10TH ST,PITTSBURGH,PA, ,15215.0,852,Sharpsburg  ,17,Fox Chapel Area,LOT 18.1X89.7,,,85202,85202,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,R,RESIDENTIAL,70,ROWHOUSE,1615,HOM,,,,09-23-2011,09-23-2011,31000.0,UR,OTHER,14695,592,12-16-2003,1.0,06-16-1967,0.0,212   10TH ST   ,  ,PITTSBURGH PA  ,15215.0,3700,9300,13000,0,21700,9300,31000,21700,9300,31000,12,ROW INTERIOR,2.0,1885.0,2.0,Brick,1.0,SHINGLE,5.0,Full,D+,BELOW AVERAGE +,4.0,FAIR,FR,FAIR,6.0,3.0,1.0,0.0,2,Central Heat,0.0,0.0,1766.0,1.0,,2022,01-NOV-22
0233E00087000000,1105, ,FRANKLIN AVE,PITTSBURGH,PA, ,15221.0,866,Wilkinsburg  ,46,Wilkinsburg Boro,JAMES KELLY PLAN PTS 223 & 224 LOT 33X100      ,FRANKLIN AVE                                   ,,52C52,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,10,REGULAR,C,COMMERCIAL,499,COMM AUX BUILDING,3300,,,,,09-14-2012,09-14-2012,80276.0,H,MULTI-PARCEL SA,15008,483,07-27-2005,1.0,04-13-1998,60000.0,1105   FRANKLIN AVE   ,  ,PITTSBURGH PA  ,15221.0,0,10000,10000,0,0,10000,10000,0,10000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0233E00089000000,1105, ,FRANKLIN AVE,PITTSBURGH,PA, ,15221.0,866,Wilkinsburg  ,46,Wilkinsburg Boro,JAMES KELLY PLAN PTS 223 & 224 LOT 46X100,FRANKLIN AVE,1 STY BRK BLDG,52C52,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,10,REGULAR,C,COMMERCIAL,420,SMALL DETACHED RET(UNDER 10000),4600,,,,,09-14-2012,09-14-2012,80276.0,H,MULTI-PARCEL SA,15008,483,07-27-2005,1.0,04-13-1998,60000.0,1105   FRANKLIN AVE   ,  ,PITTSBURGH PA  ,15221.0,67800,11500,79300,0,67800,11500,79300,67800,11500,79300,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0175S00159000000,601, ,PENN AVE,PITTSBURGH,PA, ,15221.0,866,Wilkinsburg  ,46,Wilkinsburg Boro,MILLER UNIFICATION PLAN,PARCEL A = 158X132X158X132,,52C51,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,10,REGULAR,C,COMMERCIAL,420,SMALL DETACHED RET(UNDER 10000),20856,,,,,,06-29-1999,310000.0,H,MULTI-PARCEL SA,10515,187,12-30-1994,1.0,,,601   PENN AVE   ,  ,PITTSBURGH      PA  ,15221.0,134700,49500,184200,0,134700,49500,184200,134700,49500,184200,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0176D00020000000,811, -815,WOOD ST,PITTSBURGH,PA, ,15221.0,866,Wilkinsburg  ,46,Wilkinsburg Boro,LOT 48X132 WOOD ST,3 STY BRK BLDG 811-813-815,,52C52,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,404,RETL/APT'S OVER,6336,,,,,04-24-2014,04-24-2014,4000.0,1,SHERIFF SALE,15578,205,09-22-2005,120000.0,08-10-2005,1.0,156   OAK PARK PL   ,  ,PITTSBURGH PA  ,15243.0,110400,14600,125000,0,110400,14600,125000,110400,14600,125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0175R00260000000,408, ,PENN AVE,PITTSBURGH,PA, ,15221.0,866,Wilkinsburg  ,46,Wilkinsburg Boro,LOT 27X93 WEST ST,2 1/2 STY BRK DUP 908,,52C58,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,2501,,,,,09-24-2007,09-24-2007,165000.0,AA,SALE NOT ANALYZ,13384,216,08-24-2004,48000.0,10-16-1998,24650.0,560   EPSILON DR   ,  ,PITTSBURGH PA  ,15238.0,4700,11300,16000,0,4700,11300,16000,4700,11300,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0175R00306000000,408, ,PENN AVE,PITTSBURGH,PA, ,15221.0,866,Wilkinsburg  ,46,Wilkinsburg Boro,LOT 168X124 PENN AVE,WEEN WEST ST & PENNWOOD,1 STY BRK & C B BLDG #408-#410,52C14,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,20832,,,,,09-01-2005,09-01-2005,600000.0,0,VALID SALE,12575,59,09-15-1983,300000.0,,,560   EPSILON DR   ,  ,PITTSBURGH PA  ,15238.0,786200,295600,1081800,0,786200,295600,1081800,786200,295600,1081800,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0175S00062000000,519, ,PENN AVE,PITTSBURGH,PA, ,15221.0,866,Wilkinsburg  ,46,Wilkinsburg Boro,LOT 76X159 PENN AVE,,,52C51,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,456,PARKING GARAGE/LOTS,12084,,,,,08-14-2008,08-14-2008,275000.0,VH,OTHER,13704,313,08-11-2003,1.0,03-31-1993,0.0,521   PENN AVE   ,  ,PITTSBURGH PA  ,15221.0,17200,16900,34100,0,17200,16900,34100,17200,16900,34100,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0175S00066000000,519, -523,PENN AVE,PITTSBURGH,PA, ,15221.0,866,Wilkinsburg  ,46,Wilkinsburg Boro,LOT 86X100 PENN AVE COR HAY ST,2 STY BRK OFFICE BLDG 519- 521-523,,52C51,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,405,RETL/OFF OVER,8600,,,,,08-14-2008,08-14-2008,275000.0,VH,OTHER,13704,313,08-11-2003,1.0,03-31-1993,0.0,521   PENN AVE   ,  ,PITTSBURGH PA  ,15221.0,248200,22100,270300,0,248200,22100,270300,248200,22100,270300,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0175S00408000000,902, ,WOOD ST,PITTSBURGH,PA, ,15221.0,866,Wilkinsburg  ,46,Wilkinsburg Boro,J KELLY PLAN 1-2-3-4 LOT 88X132X22             ,WOOD ST                                        ,1 & 2 & 3 STY BRK STORE & APT BLDG             ,52C52,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,10,REGULAR,C,COMMERCIAL,404,RETL/APT'S OVER,9394,,,,,,01-24-2000,175000.0,0,VALID SALE,10679,475,12-31-1992,250000.0,,,699   RODI RD   ,  ,PITTSBURGH PA  ,15235.0,208100,20400,228500,0,208100,20400,228500,208100,20400,228500,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0177L00050000000,1600, ,S BRADDOCK AVE,PITTSBURGH,PA, ,15218.0,854,Swissvale  ,9,Woodland Hills,LOT 136.74X100X71.44 RR BRADDOCK AVE COR MONONG,AHELA                                          ,1 STY CB & PORCELAIN STORE BLDG                ,52C21,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,13393,,,,,09-23-2014,09-02-2014,10.0,3,LOVE&AFFECTION,15742,293.0,10-18-2012,10.0,09-28-2007,1.0,1101   TALL TREES DR   ,  ,PITTSBURGH PA  ,15241.0,85500,284500,370000,0,85500,284500,370000,85500,284500,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
